cat	pid	tid	dur	ts	ph	name	args
Node	138	138	279	5124904	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp21'}
Node	138	138	2	5125193	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_after	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	2	5125202	X	_fence_before	{'op_name': 'Reshape'}
Node	138	138	5	5125208	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Reshape'}
Node	138	138	1	5125219	X	_fence_after	{'op_name': 'Reshape'}
Node	138	138	1	5125225	X	_fence_before	{'op_name': 'Gemm'}
Node	138	138	17085	5125230	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Gemm'}
Node	138	138	7	5142329	X	_fence_after	{'op_name': 'Gemm'}
Session	138	138	748145	4394200	X	SequentialExecutor::Execute	{}
Session	138	138	748439	4393960	X	model_run	{}
Node	138	138	4	5142799	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_before	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	65668	5142810	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp1'}
Node	138	138	2	5208492	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_after	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	1	5208500	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_before	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	116256	5208505	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp2'}
Node	138	138	4	5324782	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_after	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	2	5324792	X	_fence_before	{'op_name': 'Add'}
Node	138	138	26672	5324799	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	4	5351498	X	_fence_after	{'op_name': 'Add'}
Node	138	138	4	5351510	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	1959	5351518	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	4	5353493	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	3	5353505	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	264992	5353513	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp4'}
Node	138	138	3	5618519	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_after	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	1	5618527	X	_fence_before	{'op_name': 'Add'}
Node	138	138	770	5618531	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	5619312	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	5619322	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	5158	5619326	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp5'}
Node	138	138	2	5624495	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_after	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	2	5624589	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_before	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	6100	5624594	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp7'}
Node	138	138	2	5630708	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_after	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	2	5630716	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_before	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	68569	5630720	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp6'}
Node	138	138	4	5699305	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_after	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	1	5699318	X	_fence_before	{'op_name': 'Add'}
Node	138	138	541	5699324	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	5699882	X	_fence_after	{'op_name': 'Add'}
Node	138	138	3	5699890	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_before	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	1361	5699897	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp8'}
Node	138	138	3	5701271	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_after	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	2	5701280	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_before	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	108850	5701286	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp9'}
Node	138	138	3	5810150	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_after	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	1	5810159	X	_fence_before	{'op_name': 'Add'}
Node	138	138	313	5810164	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	5810484	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	5810492	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_before	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	215	5810497	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp10'}
Node	138	138	1	5810718	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_after	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	2	5810724	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_before	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	1487	5810729	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp12'}
Node	138	138	2	5812227	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_after	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	2	5812235	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_before	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	117705	5812241	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp11'}
Node	138	138	4	5929962	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_after	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	2	5929976	X	_fence_before	{'op_name': 'Add'}
Node	138	138	230	5929983	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	6	5930261	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	5930274	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_before	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	264	5930281	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp13'}
Node	138	138	3	5930557	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_after	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	2	5930565	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_before	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	128927	5930574	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp14'}
Node	138	138	5	6059521	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_after	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	1	6059533	X	_fence_before	{'op_name': 'Add'}
Node	138	138	181	6059537	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	6059723	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	6059732	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_before	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	451	6059736	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp15'}
Node	138	138	1	6060194	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_after	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	2	6060201	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_before	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1564	6060205	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp17'}
Node	138	138	3	6061784	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_after	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	2	6061794	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_before	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	116943	6061800	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp16'}
Node	138	138	3	6178757	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_after	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	2	6178771	X	_fence_before	{'op_name': 'Add'}
Node	138	138	94	6178776	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	6178878	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	6178885	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_before	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	174	6178891	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp18'}
Node	138	138	2	6179078	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_after	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	2	6179087	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_before	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	141242	6179095	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp19'}
Node	138	138	5	6320358	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_after	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	2	6320372	X	_fence_before	{'op_name': 'Add'}
Node	138	138	101	6320379	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	6320488	X	_fence_after	{'op_name': 'Add'}
Node	138	138	3	6320500	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_before	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	141	6320509	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp20'}
Node	138	138	2	6320662	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_after	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	2	6320671	X	_fence_before	{'op_name': 'Pad'}
Node	138	138	44	6320678	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Pad'}
Node	138	138	1	6320730	X	_fence_after	{'op_name': 'Pad'}
Node	138	138	2	6320738	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_before	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	398	6320746	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp21'}
Node	138	138	2	6321156	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_after	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	2	6321168	X	_fence_before	{'op_name': 'Reshape'}
Node	138	138	6	6321176	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Reshape'}
Node	138	138	1	6321189	X	_fence_after	{'op_name': 'Reshape'}
Node	138	138	2	6321196	X	_fence_before	{'op_name': 'Gemm'}
Node	138	138	17446	6321204	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Gemm'}
Node	138	138	3	6338664	X	_fence_after	{'op_name': 'Gemm'}
Session	138	138	1195906	5142770	X	SequentialExecutor::Execute	{}
Session	138	138	1196296	5142420	X	model_run	{}
Node	138	138	4	6339142	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_before	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	69338	6339155	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp1'}
Node	138	138	4	6408508	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_after	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	2	6408518	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_before	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	101032	6408524	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp2'}
Node	138	138	4	6509570	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_after	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	1	6509581	X	_fence_before	{'op_name': 'Add'}
Node	138	138	583	6509586	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	6510178	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	6510184	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	410	6510189	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	1	6510605	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	1	6510610	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	79238	6510615	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp4'}
Node	138	138	3	6589868	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_after	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	2	6589877	X	_fence_before	{'op_name': 'Add'}
Node	138	138	776	6589882	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	3	6590667	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	6590679	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	879	6590689	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp5'}
Node	138	138	3	6591578	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_after	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	2	6591589	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_before	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	3950	6591595	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp7'}
Node	138	138	3	6595560	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_after	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	2	6595569	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_before	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	95030	6595575	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp6'}
Node	138	138	4	6690620	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_after	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	2	6690632	X	_fence_before	{'op_name': 'Add'}
Node	138	138	424	6690637	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	6691068	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	6691075	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_before	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	1133	6691080	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp8'}
Node	138	138	2	6692224	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_after	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	2	6692233	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_before	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	96916	6692239	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp9'}
Node	138	138	3	6789167	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_after	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	1	6789175	X	_fence_before	{'op_name': 'Add'}
Node	138	138	326	6789179	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	6789510	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	6789518	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_before	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	401	6789523	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp10'}
Node	138	138	6	6789937	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_after	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	2	6789955	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_before	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	2497	6789964	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp12'}
Node	138	138	3	6792473	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_after	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	2	6792482	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_before	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	90342	6792489	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp11'}
Node	138	138	4	6882847	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_after	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	1	6882860	X	_fence_before	{'op_name': 'Add'}
Node	138	138	190	6882865	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	6883061	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	6883068	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_before	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	177	6883075	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp13'}
Node	138	138	1	6883259	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_after	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	2	6883266	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_before	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	105483	6883272	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp14'}
Node	138	138	85	6988824	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_after	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	2	6989003	X	_fence_before	{'op_name': 'Add'}
Node	138	138	156	6989008	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	6989169	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	6989181	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_before	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	180	6989188	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp15'}
Node	138	138	2	6989375	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_after	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	2	6989383	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_before	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1798	6989389	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp17'}
Node	138	138	3	6991202	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_after	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	3	6991213	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_before	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	97510	6991219	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp16'}
Node	138	138	3	7088743	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_after	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	1	7088754	X	_fence_before	{'op_name': 'Add'}
Node	138	138	77	7088758	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	7088841	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	7088846	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_before	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	120	7088851	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp18'}
Node	138	138	1	7088976	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_after	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	2	7088981	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_before	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	98718	7088986	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp19'}
Node	138	138	3	7187716	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_after	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	1	7187724	X	_fence_before	{'op_name': 'Add'}
Node	138	138	74	7187728	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	7187807	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	7187814	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_before	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	271	7187819	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp20'}
Node	138	138	1	7188098	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_after	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	1	7188103	X	_fence_before	{'op_name': 'Pad'}
Node	138	138	31	7188107	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Pad'}
Node	138	138	1	7188141	X	_fence_after	{'op_name': 'Pad'}
Node	138	138	1	7188147	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_before	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	254	7188151	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp21'}
Node	138	138	2	7188486	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_after	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	1	7188493	X	_fence_before	{'op_name': 'Reshape'}
Node	138	138	3	7188497	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Reshape'}
Node	138	138	1	7188504	X	_fence_after	{'op_name': 'Reshape'}
Node	138	138	1	7188508	X	_fence_before	{'op_name': 'Gemm'}
Node	138	138	12397	7188512	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Gemm'}
Node	138	138	3	7200921	X	_fence_after	{'op_name': 'Gemm'}
Session	138	138	861825	6339105	X	SequentialExecutor::Execute	{}
Session	138	138	862232	6338733	X	model_run	{}
Node	138	138	2	7201313	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_before	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	77187	7201321	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp1'}
Node	138	138	3	7278522	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_after	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	2	7278530	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_before	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	211723	7278535	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp2'}
Node	138	138	3	7490272	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_after	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	1	7490280	X	_fence_before	{'op_name': 'Add'}
Node	138	138	657	7490284	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	7490955	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	7490964	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	8530	7490972	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	2	7499510	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	1	7499517	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
